-2.49800045393, 14.4576186933, 71
-16.0467974109, 15.1617452467, 26
-6.31805106964, 15.1794658891, 61
-38.9477510146, 16.9863056215, 4
9.1790041671, 17.2490085592, 104
35.0896496162, 17.2946366659, 149
10.5103360394, 17.7251862861, 110
-43.7529174892, 17.9387504872, 3
-8.9022466591, 18.4397529025, 53
-21.7038623792, 20.3274806394, 18
17.7854584177, 20.8810541218, 130
12.2883501754, 20.9056178326, 120
-0.131976982257, 21.1116035586, 87
-8.40481285591, 21.225350249, 58
2.66543934334, 21.7584784844, 92
46.6322825045, 21.7674222735, 167
-26.8297271489, 22.3051080564, 15
-5.87364806543, 22.470454228, 70
-13.7155742383, 22.4817352179, 40
-18.0320791612, 23.1853723473, 28
-7.81934712296, 23.4107424183, 63
-19.8498861945, 23.432814511, 22
-14.2496651731, 23.7772896115, 40
-12.9245868633, 24.9393486932, 49
14.4126871331, 26.0007234137, 137
23.1085562366, 26.7447761362, 156
-16.1922112024, 26.8492179304, 32
-26.5176887401, 27.6280922434, 16
17.8563444111, 27.9330128363, 146
1.16492026311, 28.2555313818, 99
-25.0402003503, 29.4615489762, 18
-10.9409175875, 29.6599933201, 59
-5.11777205615, 31.3792149825, 84
-32.1607034541, 31.956729548, 12
-16.7834973666, 32.9874386369, 34
-41.5581326911, 36.3666616224, 4
16.2887577427, 39.0923430472, 148
-53.8209944749, 39.4724784987, 2
-35.0628218627, 40.0062844544, 11
36.2334369145, 42.8365967007, 183
-10.2818861663, 44.1639299461, 66
33.9872482151, 46.6678944965, 181
26.4952230913, 49.8909606608, 274
26.4952230913, 49.8909606608, 274
